id,candidate_id,job_id,prospect,status,current_stage_id,source_id,credited_to_id,recruiter_id,coordinator_id,rejection_reason_id,job_post_id,location_address,applied_at,rejected_at,hired_at,last_activity_at,created_at,updated_at
1348,101348,142,False,active,1290,32,9,9,6,,,"Madison, WI",2025-04-03T00:00:00Z,,,2025-05-09T00:00:00Z,2025-04-01T13:00:00Z,2025-05-18T00:00:00Z
1349,101349,59,False,rejected,471,11,1,1,10,2.0,,"Fort Wayne, IN",2025-12-23T00:00:00Z,2026-02-14T00:00:00Z,,2026-01-18T00:00:00Z,2025-12-21T21:00:00Z,2026-02-09T00:00:00Z
1350,101350,16,False,active,887,31,7,7,6,,,"Chicago, IL",2025-04-05T00:00:00Z,,,2025-04-09T00:00:00Z,2025-04-03T02:00:00Z,2025-04-19T00:00:00Z
1351,101351,113,False,rejected,300,6,1,1,10,3.0,,"Milwaukee, WI",2025-02-18T00:00:00Z,2025-04-18T00:00:00Z,,2025-03-24T00:00:00Z,2025-02-16T13:00:00Z,2025-03-24T00:00:00Z
1352,101352,219,False,hired,891,26,1,1,10,,,"South Bend, IN",2024-08-10T00:00:00Z,,2024-09-10T00:00:00Z,2024-10-28T00:00:00Z,2024-08-08T00:00:00Z,2024-11-12T00:00:00Z
1353,101353,170,False,rejected,1214,5,5,5,2,1.0,,"Milwaukee, WI",2025-08-28T00:00:00Z,2025-10-03T00:00:00Z,,2025-11-11T00:00:00Z,2025-08-27T00:00:00Z,2025-11-15T00:00:00Z
1354,101354,65,False,active,930,6,5,5,6,,,"Chicago, IL",2025-12-31T00:00:00Z,,,2026-04-24T00:00:00Z,2025-12-30T04:00:00Z,2026-05-24T00:00:00Z
1355,101355,204,False,active,276,31,5,5,6,,,"Peoria, IL",2025-11-11T00:00:00Z,,,2026-01-07T00:00:00Z,2025-11-10T15:00:00Z,2026-01-18T00:00:00Z
1356,101356,105,False,rejected,1376,1,9,9,2,4.0,,"Peoria, IL",2025-07-01T00:00:00Z,2025-08-14T00:00:00Z,,2025-09-15T00:00:00Z,2025-06-29T07:00:00Z,2025-09-18T00:00:00Z
1357,101357,225,False,active,150,15,9,9,2,,,"Indianapolis, IN",2025-03-14T00:00:00Z,,,2025-03-26T00:00:00Z,2025-03-12T19:00:00Z,2025-04-23T00:00:00Z
1358,101358,123,False,active,1214,22,5,5,2,,,"Indianapolis, IN",2024-05-31T00:00:00Z,,,2024-07-23T00:00:00Z,2024-05-29T05:00:00Z,2024-08-14T00:00:00Z
1359,101359,110,False,rejected,667,21,5,5,6,5.0,,"Indianapolis, IN",2025-10-25T00:00:00Z,2025-12-22T00:00:00Z,,2026-02-01T00:00:00Z,2025-10-23T14:00:00Z,2026-02-18T00:00:00Z
1360,101360,32,False,active,295,33,7,7,6,,,"Madison, WI",2025-12-15T00:00:00Z,,,2026-03-13T00:00:00Z,2025-12-13T14:00:00Z,2026-03-21T00:00:00Z
1361,101361,87,False,rejected,906,6,9,9,6,2.0,,"Fort Wayne, IN",2025-07-29T00:00:00Z,2025-08-31T00:00:00Z,,2025-11-06T00:00:00Z,2025-07-27T08:00:00Z,2025-11-24T00:00:00Z
1362,101362,281,False,rejected,419,26,1,1,10,5.0,,"Fort Wayne, IN",2025-11-23T00:00:00Z,2025-11-24T00:00:00Z,,2026-02-27T00:00:00Z,2025-11-21T11:00:00Z,2026-03-24T00:00:00Z
1363,101363,236,False,rejected,1533,14,5,5,2,3.0,,"Peoria, IL",2025-05-13T00:00:00Z,2025-06-19T00:00:00Z,,2025-09-02T00:00:00Z,2025-05-12T13:00:00Z,2025-09-23T00:00:00Z
1364,101364,47,False,rejected,50,14,9,9,10,6.0,,"Ann Arbor, MI",2025-02-14T00:00:00Z,2025-03-13T00:00:00Z,,2025-04-30T00:00:00Z,2025-02-12T06:00:00Z,2025-05-27T00:00:00Z
1365,101365,222,False,rejected,897,13,9,9,6,1.0,,"Madison, WI",2025-06-21T00:00:00Z,2025-07-01T00:00:00Z,,2025-09-20T00:00:00Z,2025-06-20T03:00:00Z,2025-10-10T00:00:00Z
1366,101366,85,False,rejected,858,28,1,1,6,1.0,,"Fort Wayne, IN",2024-04-28T00:00:00Z,2024-05-15T00:00:00Z,,2024-05-20T00:00:00Z,2024-04-27T20:00:00Z,2024-06-12T00:00:00Z
1367,101367,167,False,active,1182,27,7,7,10,,,"Grand Rapids, MI",2025-04-01T00:00:00Z,,,2025-07-30T00:00:00Z,2025-03-30T13:00:00Z,2025-08-28T00:00:00Z
1368,101368,276,False,rejected,658,18,1,1,2,6.0,,"Green Bay, WI",2025-10-31T00:00:00Z,2025-11-27T00:00:00Z,,2026-01-08T00:00:00Z,2025-10-30T13:00:00Z,2026-01-26T00:00:00Z
1369,101369,90,False,active,1091,9,5,5,2,,,"Chicago, IL",2025-07-21T00:00:00Z,,,2025-10-26T00:00:00Z,2025-07-19T00:00:00Z,2025-10-31T00:00:00Z
1370,101370,42,False,rejected,632,32,9,9,10,5.0,,"Peoria, IL",2024-03-18T00:00:00Z,2024-04-05T00:00:00Z,,2024-04-10T00:00:00Z,2024-03-16T17:00:00Z,2024-04-15T00:00:00Z
1371,101371,229,False,active,408,8,7,7,2,,,"Madison, WI",2024-08-16T00:00:00Z,,,2024-10-03T00:00:00Z,2024-08-15T16:00:00Z,2024-10-15T00:00:00Z
1372,101372,242,False,active,285,22,7,7,2,,,"Ann Arbor, MI",2025-06-02T00:00:00Z,,,2025-09-23T00:00:00Z,2025-05-31T10:00:00Z,2025-09-24T00:00:00Z
1373,101373,141,False,active,598,30,5,5,2,,,"Ann Arbor, MI",2025-10-19T00:00:00Z,,,2025-12-03T00:00:00Z,2025-10-17T20:00:00Z,2025-12-23T00:00:00Z
1374,101374,121,False,active,1269,33,7,7,2,,,"Peoria, IL",2024-07-24T00:00:00Z,,,2024-09-17T00:00:00Z,2024-07-22T06:00:00Z,2024-09-26T00:00:00Z
1375,101375,64,False,active,1535,5,5,5,6,,,"Ann Arbor, MI",2024-07-31T00:00:00Z,,,2024-10-12T00:00:00Z,2024-07-29T12:00:00Z,2024-10-20T00:00:00Z
1376,101376,176,False,rejected,1180,33,1,1,10,2.0,,"South Bend, IN",2025-06-25T00:00:00Z,2025-08-05T00:00:00Z,,2025-07-17T00:00:00Z,2025-06-24T20:00:00Z,2025-08-01T00:00:00Z
1377,101377,124,False,active,1269,23,7,7,6,,,"Rockford, IL",2025-07-25T00:00:00Z,,,2025-08-07T00:00:00Z,2025-07-23T23:00:00Z,2025-08-07T00:00:00Z
1378,101378,25,False,hired,312,13,9,9,2,,,"South Bend, IN",2024-03-16T00:00:00Z,,2024-05-30T00:00:00Z,2024-06-11T00:00:00Z,2024-03-15T01:00:00Z,2024-06-12T00:00:00Z
1379,101379,154,False,rejected,934,10,1,1,2,4.0,,"South Bend, IN",2025-07-24T00:00:00Z,2025-09-07T00:00:00Z,,2025-08-28T00:00:00Z,2025-07-22T22:00:00Z,2025-09-04T00:00:00Z
1380,101380,57,False,active,405,23,1,1,6,,,"Green Bay, WI",2024-02-28T00:00:00Z,,,2024-06-25T00:00:00Z,2024-02-26T01:00:00Z,2024-07-11T00:00:00Z
1381,101381,194,False,rejected,746,22,1,1,2,7.0,,"Fort Wayne, IN",2024-05-25T00:00:00Z,2024-07-10T00:00:00Z,,2024-07-22T00:00:00Z,2024-05-23T02:00:00Z,2024-08-05T00:00:00Z
1382,101382,60,False,hired,333,12,1,1,10,,,"Madison, WI",2025-04-14T00:00:00Z,,2025-06-06T00:00:00Z,2025-08-02T00:00:00Z,2025-04-13T00:00:00Z,2025-08-08T00:00:00Z
1383,101383,121,False,rejected,1385,1,1,1,2,4.0,,"Milwaukee, WI",2025-05-29T00:00:00Z,2025-06-21T00:00:00Z,,2025-07-05T00:00:00Z,2025-05-28T18:00:00Z,2025-07-12T00:00:00Z
1384,101384,1,False,active,794,10,7,7,2,,,"Peoria, IL",2025-11-09T00:00:00Z,,,2025-11-11T00:00:00Z,2025-11-08T09:00:00Z,2025-12-03T00:00:00Z
1385,101385,80,False,rejected,537,5,1,1,2,5.0,,"Chicago, IL",2024-10-24T00:00:00Z,2024-11-21T00:00:00Z,,2024-11-23T00:00:00Z,2024-10-23T23:00:00Z,2024-11-24T00:00:00Z
1386,101386,77,False,active,78,4,1,1,10,,,"Detroit, MI",2024-02-17T00:00:00Z,,,2024-06-03T00:00:00Z,2024-02-16T18:00:00Z,2024-06-21T00:00:00Z
1387,101387,78,False,active,471,6,1,1,6,,,"Ann Arbor, MI",2025-01-19T00:00:00Z,,,2025-04-09T00:00:00Z,2025-01-18T08:00:00Z,2025-04-25T00:00:00Z
1388,101388,252,False,hired,676,32,7,7,6,,,"South Bend, IN",2025-01-19T00:00:00Z,,2025-02-11T00:00:00Z,2025-03-09T00:00:00Z,2025-01-18T08:00:00Z,2025-04-03T00:00:00Z
1389,101389,127,False,active,372,10,9,9,2,,,"South Bend, IN",2024-03-31T00:00:00Z,,,2024-05-10T00:00:00Z,2024-03-30T12:00:00Z,2024-05-30T00:00:00Z
1390,101390,69,False,active,1247,15,7,7,2,,,"Detroit, MI",2024-05-08T00:00:00Z,,,2024-06-02T00:00:00Z,2024-05-07T08:00:00Z,2024-06-08T00:00:00Z
1391,101391,279,False,active,604,29,5,5,10,,,"Fort Wayne, IN",2025-09-09T00:00:00Z,,,2025-10-21T00:00:00Z,2025-09-07T20:00:00Z,2025-11-20T00:00:00Z
1392,101392,229,False,rejected,978,17,7,7,6,7.0,,"Milwaukee, WI",2025-03-21T00:00:00Z,2025-04-21T00:00:00Z,,2025-07-18T00:00:00Z,2025-03-19T03:00:00Z,2025-08-17T00:00:00Z
1393,101393,279,False,hired,882,27,7,7,10,,,"Ann Arbor, MI",2025-07-08T00:00:00Z,,2025-09-23T00:00:00Z,2025-10-13T00:00:00Z,2025-07-06T11:00:00Z,2025-10-14T00:00:00Z
1394,101394,55,False,rejected,40,13,7,7,10,6.0,,"Indianapolis, IN",2024-01-31T00:00:00Z,2024-03-15T00:00:00Z,,2024-02-03T00:00:00Z,2024-01-30T15:00:00Z,2024-02-03T00:00:00Z
1395,101395,241,False,active,1291,1,1,1,6,,,"Detroit, MI",2024-10-15T00:00:00Z,,,2025-01-17T00:00:00Z,2024-10-14T04:00:00Z,2025-01-21T00:00:00Z
1396,101396,238,False,active,190,14,7,7,10,,,"Ann Arbor, MI",2025-02-06T00:00:00Z,,,2025-04-16T00:00:00Z,2025-02-05T10:00:00Z,2025-05-11T00:00:00Z
1397,101397,105,False,active,1520,20,1,1,10,,,"Chicago, IL",2025-01-20T00:00:00Z,,,2025-03-09T00:00:00Z,2025-01-18T04:00:00Z,2025-03-24T00:00:00Z
1398,101398,57,False,hired,858,17,7,7,10,,,"Chicago, IL",2024-10-16T00:00:00Z,,2024-12-11T00:00:00Z,2025-01-25T00:00:00Z,2024-10-15T05:00:00Z,2025-02-11T00:00:00Z
1399,101399,261,False,hired,733,33,1,1,6,,,"South Bend, IN",2025-04-29T00:00:00Z,,2025-05-26T00:00:00Z,2025-07-21T00:00:00Z,2025-04-28T13:00:00Z,2025-07-28T00:00:00Z
1400,101400,288,False,active,522,13,5,5,2,,,"Green Bay, WI",2025-02-21T00:00:00Z,,,2025-04-15T00:00:00Z,2025-02-19T14:00:00Z,2025-04-23T00:00:00Z
1401,101401,259,False,rejected,87,1,1,1,2,3.0,,"Detroit, MI",2025-05-18T00:00:00Z,2025-07-04T00:00:00Z,,2025-09-01T00:00:00Z,2025-05-17T16:00:00Z,2025-09-03T00:00:00Z
1402,101402,1,False,active,1396,29,5,5,10,,,"Fort Wayne, IN",2024-09-29T00:00:00Z,,,2024-12-27T00:00:00Z,2024-09-28T20:00:00Z,2024-12-27T00:00:00Z
1403,101403,143,False,rejected,297,31,7,7,6,7.0,,"Milwaukee, WI",2024-01-25T00:00:00Z,2024-03-16T00:00:00Z,,2024-04-01T00:00:00Z,2024-01-23T09:00:00Z,2024-04-10T00:00:00Z
1404,101404,68,False,active,262,23,5,5,10,,,"Indianapolis, IN",2024-07-23T00:00:00Z,,,2024-08-07T00:00:00Z,2024-07-21T13:00:00Z,2024-08-14T00:00:00Z
1405,101405,153,False,converted,1178,28,7,7,6,,,"Ann Arbor, MI",2025-06-22T00:00:00Z,,,2025-06-28T00:00:00Z,2025-06-21T00:00:00Z,2025-07-15T00:00:00Z
1406,101406,238,False,rejected,1148,21,7,7,2,4.0,,"Grand Rapids, MI",2025-09-16T00:00:00Z,2025-10-30T00:00:00Z,,2026-01-13T00:00:00Z,2025-09-14T10:00:00Z,2026-01-20T00:00:00Z
1407,101407,265,False,rejected,338,33,9,9,2,8.0,,"Detroit, MI",2025-09-06T00:00:00Z,2025-09-08T00:00:00Z,,2025-12-27T00:00:00Z,2025-09-04T20:00:00Z,2026-01-22T00:00:00Z
1408,101408,114,False,rejected,379,2,7,7,10,2.0,,"Indianapolis, IN",2025-02-10T00:00:00Z,2025-04-06T00:00:00Z,,2025-03-23T00:00:00Z,2025-02-09T09:00:00Z,2025-03-31T00:00:00Z
1409,101409,204,False,rejected,17,25,9,9,6,5.0,,"Rockford, IL",2025-10-10T00:00:00Z,2025-11-10T00:00:00Z,,2026-01-21T00:00:00Z,2025-10-09T13:00:00Z,2026-02-02T00:00:00Z
1410,101410,303,False,active,1376,20,1,1,6,,,"Detroit, MI",2025-09-24T00:00:00Z,,,2025-11-06T00:00:00Z,2025-09-23T13:00:00Z,2025-11-09T00:00:00Z
1411,101411,229,False,hired,880,25,1,1,10,,,"South Bend, IN",2024-02-08T00:00:00Z,,2024-03-11T00:00:00Z,2024-05-26T00:00:00Z,2024-02-07T10:00:00Z,2024-06-08T00:00:00Z
1412,101412,283,False,active,1353,29,5,5,6,,,"Detroit, MI",2025-12-26T00:00:00Z,,,2026-01-30T00:00:00Z,2025-12-25T19:00:00Z,2026-02-24T00:00:00Z
1413,101413,288,False,active,97,12,1,1,2,,,"Ann Arbor, MI",2025-07-28T00:00:00Z,,,2025-11-15T00:00:00Z,2025-07-26T19:00:00Z,2025-11-27T00:00:00Z
1414,101414,328,False,active,794,21,9,9,10,,,"Fort Wayne, IN",2024-07-02T00:00:00Z,,,2024-08-22T00:00:00Z,2024-06-30T17:00:00Z,2024-09-19T00:00:00Z
1415,101415,295,False,active,1346,17,7,7,2,,,"Green Bay, WI",2025-07-24T00:00:00Z,,,2025-11-08T00:00:00Z,2025-07-22T00:00:00Z,2025-11-17T00:00:00Z
1416,101416,15,False,active,1383,9,7,7,2,,,"Detroit, MI",2025-01-05T00:00:00Z,,,2025-04-20T00:00:00Z,2025-01-04T02:00:00Z,2025-05-03T00:00:00Z
1417,101417,220,False,active,607,22,5,5,10,,,"Fort Wayne, IN",2025-03-08T00:00:00Z,,,2025-04-24T00:00:00Z,2025-03-06T05:00:00Z,2025-05-01T00:00:00Z
1418,101418,47,False,active,472,25,7,7,2,,,"South Bend, IN",2025-11-08T00:00:00Z,,,2025-11-23T00:00:00Z,2025-11-06T00:00:00Z,2025-12-14T00:00:00Z
1419,101419,69,False,active,748,22,5,5,2,,,"Milwaukee, WI",2024-05-05T00:00:00Z,,,2024-05-12T00:00:00Z,2024-05-04T17:00:00Z,2024-05-15T00:00:00Z
1420,101420,167,False,active,1520,9,7,7,2,,,"Chicago, IL",2024-04-02T00:00:00Z,,,2024-05-17T00:00:00Z,2024-04-01T13:00:00Z,2024-06-09T00:00:00Z
1421,101421,21,False,rejected,612,21,9,9,10,3.0,,"Indianapolis, IN",2024-08-20T00:00:00Z,2024-10-08T00:00:00Z,,2024-10-27T00:00:00Z,2024-08-18T16:00:00Z,2024-11-05T00:00:00Z
1422,101422,153,False,active,1371,6,5,5,10,,,"Grand Rapids, MI",2024-06-02T00:00:00Z,,,2024-07-29T00:00:00Z,2024-06-01T18:00:00Z,2024-08-06T00:00:00Z
1423,101423,302,False,rejected,108,3,7,7,2,3.0,,"Chicago, IL",2025-08-08T00:00:00Z,2025-08-22T00:00:00Z,,2025-11-20T00:00:00Z,2025-08-07T02:00:00Z,2025-11-28T00:00:00Z
1424,101424,182,False,rejected,612,15,1,1,2,2.0,,"Peoria, IL",2024-12-18T00:00:00Z,2025-01-20T00:00:00Z,,2025-03-29T00:00:00Z,2024-12-16T10:00:00Z,2025-04-06T00:00:00Z
1425,101425,272,False,rejected,666,23,5,5,10,3.0,,"Rockford, IL",2025-11-26T00:00:00Z,2025-12-19T00:00:00Z,,2026-01-28T00:00:00Z,2025-11-24T03:00:00Z,2026-02-18T00:00:00Z
1426,101426,247,False,active,1494,28,7,7,10,,,"Milwaukee, WI",2024-07-20T00:00:00Z,,,2024-11-02T00:00:00Z,2024-07-19T19:00:00Z,2024-11-09T00:00:00Z
1427,101427,17,False,rejected,738,26,7,7,10,1.0,,"South Bend, IN",2024-07-22T00:00:00Z,2024-09-10T00:00:00Z,,2024-09-30T00:00:00Z,2024-07-20T06:00:00Z,2024-10-09T00:00:00Z
1428,101428,88,False,hired,568,19,5,5,2,,,"Indianapolis, IN",2024-05-18T00:00:00Z,,2024-07-02T00:00:00Z,2024-06-16T00:00:00Z,2024-05-16T19:00:00Z,2024-07-03T00:00:00Z
1429,101429,221,False,active,721,31,5,5,10,,,"South Bend, IN",2025-07-24T00:00:00Z,,,2025-10-08T00:00:00Z,2025-07-23T19:00:00Z,2025-10-11T00:00:00Z
1430,101430,52,False,active,410,22,5,5,2,,,"Rockford, IL",2025-02-14T00:00:00Z,,,2025-03-25T00:00:00Z,2025-02-13T07:00:00Z,2025-03-30T00:00:00Z
1431,101431,39,False,active,541,18,1,1,10,,,"Green Bay, WI",2025-04-14T00:00:00Z,,,2025-07-30T00:00:00Z,2025-04-12T00:00:00Z,2025-08-08T00:00:00Z
1432,101432,244,False,active,288,5,9,9,2,,,"Ann Arbor, MI",2025-11-02T00:00:00Z,,,2025-11-09T00:00:00Z,2025-11-01T13:00:00Z,2025-11-18T00:00:00Z
1433,101433,66,False,rejected,107,30,9,9,10,2.0,,"South Bend, IN",2025-11-24T00:00:00Z,2026-01-12T00:00:00Z,,2026-02-14T00:00:00Z,2025-11-22T19:00:00Z,2026-03-02T00:00:00Z
1434,101434,200,False,rejected,612,16,7,7,6,6.0,,"Milwaukee, WI",2024-08-27T00:00:00Z,2024-10-16T00:00:00Z,,2024-10-24T00:00:00Z,2024-08-25T20:00:00Z,2024-11-05T00:00:00Z
1435,101435,199,False,rejected,44,9,7,7,6,1.0,,"South Bend, IN",2025-12-31T00:00:00Z,2026-01-02T00:00:00Z,,2026-04-03T00:00:00Z,2025-12-30T01:00:00Z,2026-05-02T00:00:00Z
1436,101436,55,False,active,852,30,9,9,10,,,"Chicago, IL",2025-04-25T00:00:00Z,,,2025-05-02T00:00:00Z,2025-04-24T20:00:00Z,2025-05-06T00:00:00Z
1437,101437,265,False,active,661,4,5,5,2,,,"Chicago, IL",2024-03-29T00:00:00Z,,,2024-05-09T00:00:00Z,2024-03-27T14:00:00Z,2024-06-01T00:00:00Z
1438,101438,77,False,hired,1198,29,5,5,6,,,"Grand Rapids, MI",2024-06-02T00:00:00Z,,2024-08-10T00:00:00Z,2024-09-15T00:00:00Z,2024-06-01T01:00:00Z,2024-09-20T00:00:00Z
1439,101439,244,False,rejected,1396,31,5,5,10,3.0,,"South Bend, IN",2025-09-10T00:00:00Z,2025-10-19T00:00:00Z,,2025-09-15T00:00:00Z,2025-09-09T13:00:00Z,2025-09-24T00:00:00Z
1440,101440,45,False,rejected,809,24,1,1,2,1.0,,"Madison, WI",2025-07-03T00:00:00Z,2025-08-16T00:00:00Z,,2025-08-01T00:00:00Z,2025-07-02T11:00:00Z,2025-08-27T00:00:00Z
1441,101441,183,False,converted,1419,15,9,9,2,,,"South Bend, IN",2025-08-12T00:00:00Z,,,2025-08-27T00:00:00Z,2025-08-10T05:00:00Z,2025-08-27T00:00:00Z
1442,101442,179,False,hired,1292,4,1,1,10,,,"Rockford, IL",2024-01-16T00:00:00Z,,2024-03-15T00:00:00Z,2024-05-01T00:00:00Z,2024-01-15T18:00:00Z,2024-05-05T00:00:00Z
1443,101443,54,False,hired,1345,28,1,1,6,,,"Green Bay, WI",2024-05-12T00:00:00Z,,2024-07-27T00:00:00Z,2024-05-28T00:00:00Z,2024-05-10T18:00:00Z,2024-06-09T00:00:00Z
1444,101444,11,False,active,376,21,5,5,10,,,"South Bend, IN",2025-05-30T00:00:00Z,,,2025-07-10T00:00:00Z,2025-05-29T03:00:00Z,2025-07-24T00:00:00Z
1445,101445,251,False,rejected,1371,14,1,1,10,7.0,,"Ann Arbor, MI",2024-12-27T00:00:00Z,2025-01-04T00:00:00Z,,2025-04-24T00:00:00Z,2024-12-25T12:00:00Z,2025-05-03T00:00:00Z
1446,101446,22,False,active,522,3,9,9,2,,,"South Bend, IN",2025-07-28T00:00:00Z,,,2025-11-03T00:00:00Z,2025-07-27T07:00:00Z,2025-11-17T00:00:00Z
1447,101447,63,False,active,1162,33,9,9,2,,,"Chicago, IL",2025-11-23T00:00:00Z,,,2026-02-28T00:00:00Z,2025-11-22T02:00:00Z,2026-03-25T00:00:00Z
1448,101448,288,False,rejected,1015,20,7,7,2,8.0,,"Green Bay, WI",2024-05-29T00:00:00Z,2024-06-23T00:00:00Z,,2024-06-16T00:00:00Z,2024-05-27T05:00:00Z,2024-06-26T00:00:00Z
1449,101449,221,False,hired,868,10,5,5,2,,,"Madison, WI",2025-09-27T00:00:00Z,,2025-12-08T00:00:00Z,2025-12-24T00:00:00Z,2025-09-26T17:00:00Z,2026-01-05T00:00:00Z
1450,101450,110,False,hired,1533,22,7,7,10,,,"Grand Rapids, MI",2025-02-20T00:00:00Z,,2025-03-03T00:00:00Z,2025-03-19T00:00:00Z,2025-02-19T16:00:00Z,2025-03-20T00:00:00Z
1451,101451,274,False,hired,1103,24,7,7,10,,,"Rockford, IL",2024-05-15T00:00:00Z,,2024-06-14T00:00:00Z,2024-07-01T00:00:00Z,2024-05-13T10:00:00Z,2024-07-31T00:00:00Z
1452,101452,145,False,rejected,869,7,1,1,6,7.0,,"South Bend, IN",2025-01-11T00:00:00Z,2025-02-14T00:00:00Z,,2025-05-03T00:00:00Z,2025-01-10T18:00:00Z,2025-05-22T00:00:00Z
1453,101453,20,False,rejected,1290,9,7,7,10,7.0,,"Grand Rapids, MI",2024-03-15T00:00:00Z,2024-05-03T00:00:00Z,,2024-03-21T00:00:00Z,2024-03-14T15:00:00Z,2024-03-23T00:00:00Z
1454,101454,252,False,active,341,22,9,9,10,,,"Chicago, IL",2025-01-24T00:00:00Z,,,2025-02-17T00:00:00Z,2025-01-23T09:00:00Z,2025-03-10T00:00:00Z
1455,101455,121,False,active,64,33,5,5,6,,,"Indianapolis, IN",2024-03-11T00:00:00Z,,,2024-04-11T00:00:00Z,2024-03-09T05:00:00Z,2024-05-10T00:00:00Z
1456,101456,84,False,rejected,836,18,7,7,6,5.0,,"Milwaukee, WI",2024-10-21T00:00:00Z,2024-11-26T00:00:00Z,,2025-01-07T00:00:00Z,2024-10-19T15:00:00Z,2025-02-04T00:00:00Z
1457,101457,277,False,active,794,14,7,7,6,,,"Peoria, IL",2025-02-11T00:00:00Z,,,2025-02-12T00:00:00Z,2025-02-09T18:00:00Z,2025-03-05T00:00:00Z
1458,101458,61,False,rejected,373,29,1,1,10,5.0,,"Detroit, MI",2024-10-22T00:00:00Z,2024-11-07T00:00:00Z,,2024-11-18T00:00:00Z,2024-10-21T09:00:00Z,2024-11-25T00:00:00Z
1459,101459,14,False,active,372,25,9,9,10,,,"South Bend, IN",2025-12-29T00:00:00Z,,,2026-03-03T00:00:00Z,2025-12-27T15:00:00Z,2026-03-25T00:00:00Z
1460,101460,261,False,active,76,31,5,5,10,,,"South Bend, IN",2024-09-08T00:00:00Z,,,2024-09-20T00:00:00Z,2024-09-06T04:00:00Z,2024-10-03T00:00:00Z
1461,101461,66,False,active,295,32,5,5,10,,,"Green Bay, WI",2024-05-20T00:00:00Z,,,2024-09-01T00:00:00Z,2024-05-19T12:00:00Z,2024-09-06T00:00:00Z
1462,101462,262,False,active,128,30,5,5,6,,,"Chicago, IL",2025-07-04T00:00:00Z,,,2025-10-28T00:00:00Z,2025-07-02T04:00:00Z,2025-11-10T00:00:00Z
1463,101463,197,False,active,887,20,5,5,10,,,"Grand Rapids, MI",2024-01-17T00:00:00Z,,,2024-04-08T00:00:00Z,2024-01-15T00:00:00Z,2024-04-12T00:00:00Z
1464,101464,265,False,rejected,444,8,1,1,6,8.0,,"South Bend, IN",2024-08-30T00:00:00Z,2024-09-08T00:00:00Z,,2024-12-10T00:00:00Z,2024-08-29T09:00:00Z,2025-01-01T00:00:00Z
1465,101465,52,False,rejected,1057,25,5,5,6,1.0,,"Fort Wayne, IN",2024-01-29T00:00:00Z,2024-02-10T00:00:00Z,,2024-03-27T00:00:00Z,2024-01-28T10:00:00Z,2024-04-15T00:00:00Z
1466,101466,166,False,active,576,26,5,5,6,,,"Rockford, IL",2025-01-24T00:00:00Z,,,2025-03-08T00:00:00Z,2025-01-22T05:00:00Z,2025-03-12T00:00:00Z
1467,101467,143,False,active,102,1,1,1,6,,,"Ann Arbor, MI",2024-08-18T00:00:00Z,,,2024-11-01T00:00:00Z,2024-08-17T00:00:00Z,2024-11-17T00:00:00Z
1468,101468,283,False,active,737,11,5,5,6,,,"Madison, WI",2024-01-23T00:00:00Z,,,2024-02-18T00:00:00Z,2024-01-21T17:00:00Z,2024-03-18T00:00:00Z
1469,101469,35,False,rejected,329,26,9,9,2,2.0,,"Madison, WI",2025-04-05T00:00:00Z,2025-04-29T00:00:00Z,,2025-06-03T00:00:00Z,2025-04-04T07:00:00Z,2025-06-20T00:00:00Z
1470,101470,30,False,active,852,29,9,9,6,,,"Rockford, IL",2025-06-07T00:00:00Z,,,2025-07-26T00:00:00Z,2025-06-06T17:00:00Z,2025-08-04T00:00:00Z
1471,101471,281,False,hired,1057,13,7,7,2,,,"Indianapolis, IN",2024-09-02T00:00:00Z,,2024-11-11T00:00:00Z,2024-11-27T00:00:00Z,2024-09-01T20:00:00Z,2024-12-26T00:00:00Z
1472,101472,23,False,rejected,1020,14,7,7,2,1.0,,"Ann Arbor, MI",2025-10-26T00:00:00Z,2025-11-23T00:00:00Z,,2025-12-31T00:00:00Z,2025-10-25T22:00:00Z,2026-01-03T00:00:00Z
1473,101473,239,False,rejected,484,1,1,1,2,3.0,,"Detroit, MI",2024-08-14T00:00:00Z,2024-09-22T00:00:00Z,,2024-10-20T00:00:00Z,2024-08-12T22:00:00Z,2024-10-31T00:00:00Z
1474,101474,83,False,active,430,19,7,7,2,,,"South Bend, IN",2025-10-14T00:00:00Z,,,2026-02-01T00:00:00Z,2025-10-12T16:00:00Z,2026-02-11T00:00:00Z
1475,101475,261,False,rejected,297,5,1,1,2,3.0,,"Peoria, IL",2024-04-05T00:00:00Z,2024-04-08T00:00:00Z,,2024-05-24T00:00:00Z,2024-04-03T18:00:00Z,2024-06-20T00:00:00Z
1476,101476,13,False,active,128,27,7,7,2,,,"Rockford, IL",2024-04-09T00:00:00Z,,,2024-04-12T00:00:00Z,2024-04-08T13:00:00Z,2024-04-21T00:00:00Z
1477,101477,127,False,rejected,108,23,7,7,10,8.0,,"Grand Rapids, MI",2025-01-02T00:00:00Z,2025-02-21T00:00:00Z,,2025-04-28T00:00:00Z,2024-12-31T03:00:00Z,2025-05-13T00:00:00Z
1478,101478,38,False,active,737,17,9,9,10,,,"Peoria, IL",2024-06-02T00:00:00Z,,,2024-09-30T00:00:00Z,2024-06-01T18:00:00Z,2024-10-26T00:00:00Z
