cust_id,Segment_Name,Risk_Tier,Customer_Health_Score,Total_Spend,Recency_Days,Frequency_Visits,total_sessions,churn_probability,nps_score,tier_status,points_balance,primary_complaint,enrollment_date
L-58013,Tech Frustrated,Healthy,78.412,984.5,2,27,30,0.0794,7,Silver,1023,,6/15/2023
L-58030,Digital Ghost,Watchlist,47.148,970.5,11,25,0,0.1426,7,Silver,722,,6/2/2023
L-58045,Tech Frustrated,Healthy,77.604,1468.5,1,41,21,0.1198,7,Gold,1544,,1/21/2024
L-58081,Loyalty Hoarder,Healthy,74.056,1734.0,2,32,29,0.2972,7,Base,3107,,11/11/2023
L-58082,Tech Frustrated,Watchlist,62.818,1019.0,5,37,16,0.8591,7,Gold,1023,,9/21/2024
L-58083,Fading Champion,Critical,36.878,370.0,30,22,0,0.6561,0,Silver,3000,App_Technical_Issue,9/7/2023
L-58140,Digital Ghost,Critical,37.598,695.5,1,28,0,0.6201,7,Silver,1379,,9/6/2023
L-58143,Standard Active,Watchlist,60.20399999999999,1144.5,1,33,24,0.9898,7,Silver,777,,11/27/2024
L-58158,Digital Ghost,Watchlist,45.534,237.5,5,24,0,0.2233,7,Silver,1651,,7/23/2024
L-58160,Loyalty Hoarder,Healthy,75.892,681.0,13,26,34,0.2054,5,Silver,2220,Price_Perception,7/3/2024
L-58166,Digital Ghost,Watchlist,49.686,1859.5,10,26,0,0.0157,7,Base,713,,9/26/2024
L-58167,Tech Frustrated,Healthy,73.992,807.5,6,20,34,0.3004,7,Silver,783,,9/21/2024
L-58240,Tech Frustrated,Watchlist,68.31,1133.5,4,30,12,0.5845,1,Base,1628,App_Technical_Issue,5/8/2024
L-58244,Tech Frustrated,Healthy,70.436,1434.5,0,31,25,0.4782,7,Base,1095,,8/19/2024
L-58247,Loyalty Hoarder,Healthy,73.344,1124.5,8,27,34,0.3328,7,Base,2309,,1/15/2023
L-58253,Digital Ghost,Watchlist,44.64,1440.5,4,34,0,0.268,6,Silver,2017,Price_Perception,8/20/2024
L-58261,Standard Active,Healthy,76.788,853.5,3,32,22,0.1606,7,Base,1856,,9/6/2024
L-58278,Price Sensitive,Healthy,72.644,818.0,9,23,12,0.3678,6,Base,338,Price_Perception,1/20/2024
L-58322,Digital Ghost,Watchlist,45.368,975.0,9,24,0,0.2316,7,Gold,103,,3/11/2024
L-58325,Standard Active,Healthy,78.686,1129.5,2,28,18,0.0657,7,Base,1872,,6/5/2023
L-58384,Tech Frustrated,Watchlist,67.688,1271.0,2,26,10,0.6156,4,Silver,1455,App_Technical_Issue,10/21/2024
L-58415,Tech Frustrated,Watchlist,66.16,823.0,9,26,11,0.692,1,Gold,1515,App_Technical_Issue,3/13/2023
L-58424,Price Sensitive,Watchlist,51.492,534.5,2,26,3,0.3753999999999999,7,Base,2247,Price_Perception,9/2/2024
L-58460,Standard Active,Watchlist,63.216,700.0,2,31,5,0.0892,7,Base,2427,,4/10/2024
L-58466,Tech Frustrated,Healthy,78.918,823.0,3,24,40,0.0541,7,Base,306,,4/9/2023
L-58472,Digital Ghost,Watchlist,49.768,1092.0,12,18,0,0.0116,7,Base,473,,10/24/2024
L-58487,Tech Frustrated,Watchlist,64.672,494.5,14,14,12,0.7664,7,Silver,737,,7/10/2023
L-58495,Loyalty Hoarder,Watchlist,61.67999999999999,1720.5,0,31,20,0.916,7,Base,2734,,5/1/2023
L-58504,Loyalty Hoarder,Watchlist,48.342,823.5,3,25,0,0.0829,7,Base,2579,,7/12/2023
L-58541,Digital Ghost,Watchlist,48.382,1475.0,3,43,0,0.0809,7,Base,795,,11/21/2023
L-58558,Loyalty Hoarder,Healthy,77.528,670.0,11,26,23,0.1236,7,Silver,2893,,3/2/2023
L-58562,Tech Frustrated,Watchlist,63.674,669.5,11,23,29,0.8163,5,Silver,1380,App_Technical_Issue,11/1/2024
L-58593,Digital Ghost,Critical,38.424,566.0,11,35,0,0.5788,1,Base,904,App_Technical_Issue,9/23/2024
L-58644,Loyalty Hoarder,Healthy,77.022,834.5,1,26,24,0.1489,7,Silver,2963,,2/7/2023
L-58647,Price Sensitive,Healthy,74.462,815.0,1,24,13,0.2769,5,Base,588,Price_Perception,1/5/2024
L-58660,Tech Frustrated,Watchlist,68.774,1122.0,3,27,24,0.5613,7,Silver,2141,,11/10/2024
L-58664,Loyalty Hoarder,Watchlist,45.738,659.0,1,20,0,0.2131,10,Base,2304,None_Happy,7/16/2023
L-58690,Loyalty Hoarder,Healthy,71.1,998.0,11,32,22,0.445,3,Gold,3292,Out_of_Stock,4/10/2023
L-58707,Digital Ghost,Watchlist,47.654,513.0,12,19,0,0.1173,7,Silver,1178,,10/14/2024
L-58718,Tech Frustrated,Healthy,71.186,684.0,14,25,26,0.4407,7,Base,384,,12/22/2023
L-58719,Fading Champion,Watchlist,69.196,823.5,28,25,21,0.5402,8,Silver,1307,Out_of_Stock,1/4/2023
L-58741,Loyalty Hoarder,Watchlist,62.406,664.0,5,20,7,0.4296999999999999,5,Silver,3304,Price_Perception,6/28/2024
L-58818,Tech Frustrated,Watchlist,68.788,1038.0,10,42,41,0.5606,7,Silver,319,,2/11/2023
L-58827,Tech Frustrated,Healthy,73.30799999999999,967.0,13,24,23,0.3346,7,Base,989,,3/19/2023
L-58829,Tech Frustrated,Healthy,77.042,1265.0,5,27,16,0.1479,7,Silver,1178,,10/10/2023
L-58843,Loyalty Hoarder,Watchlist,42.302,1292.0,3,30,0,0.3849,7,Silver,2053,Price_Perception,7/25/2023
L-58845,Fading Champion,Critical,33.69,538.5,28,28,0,0.8155,7,Silver,2425,,12/3/2023
L-58856,Digital Ghost,Watchlist,48.522,1164.5,7,38,0,0.0739,7,Silver,1379,,10/10/2023
L-58876,Tech Frustrated,Healthy,74.238,554.5,14,31,37,0.2881,7,Base,1223,,9/20/2024
L-58877,Price Sensitive,Healthy,73.866,833.0,11,28,21,0.3067,7,Base,1073,Price_Perception,3/31/2024
L-58884,Tech Frustrated,Watchlist,62.122,390.5,0,26,34,0.8939,7,Silver,1431,,9/7/2024
L-58923,Tech Frustrated,Watchlist,63.442,1418.5,0,27,25,0.8279,7,Base,1700,,6/1/2023
L-58927,Digital Ghost,Watchlist,48.328,1752.5,4,38,0,0.0836,7,Silver,609,,4/13/2023
L-58930,Digital Ghost,Watchlist,49.426,655.0,3,18,0,0.0287,7,Gold,2720,,1/17/2024
L-58951,Standard Active,Watchlist,63.370000000000005,548.0,6,30,23,0.8314999999999999,7,Base,897,Out_of_Stock,11/14/2024
L-58959,Standard Active,Healthy,75.244,989.0,7,28,22,0.2378,7,Base,1153,,6/17/2024
L-58968,Tech Frustrated,Watchlist,63.76,1591.5,18,33,35,0.812,5,Silver,295,Out_of_Stock,3/5/2024
L-58969,Loyalty Hoarder,Healthy,77.354,1721.0,14,30,25,0.1323,7,Silver,2004,,9/25/2024
L-58976,Loyalty Hoarder,Healthy,75.116,803.0,8,21,44,0.2442,7,Base,2165,,10/14/2023
L-58977,Tech Frustrated,Healthy,73.55199999999999,1317.5,21,39,21,0.3224,7,Base,922,,3/11/2023
L-58987,Standard Active,Healthy,78.252,697.5,5,30,19,0.0874,7,Base,556,,9/25/2023
L-58995,Loyalty Hoarder,Healthy,73.47,971.0,1,25,17,0.3265,7,Base,2096,Price_Perception,8/29/2023
L-59046,Digital Ghost,Critical,35.41,1278.5,4,27,0,0.7295,7,Silver,1495,,8/22/2023
L-59049,Digital Ghost,Watchlist,46.64,707.0,16,31,0,0.168,7,Silver,220,,7/15/2024
L-59088,Loyalty Hoarder,Critical,33.022,965.0,1,23,0,0.8489,10,Silver,2085,None_Happy,4/18/2023
L-59094,Tech Frustrated,Healthy,79.48,1137.5,10,31,45,0.026,7,Silver,441,,9/8/2024
L-59111,Standard Active,Healthy,77.282,1868.0,2,30,34,0.1359,7,Base,1794,,6/2/2023
L-59143,Standard Active,Watchlist,54.566,657.0,21,18,3,0.2217,7,Silver,1668,Out_of_Stock,3/20/2023
L-59163,Standard Active,Healthy,76.078,513.0,3,21,14,0.1961,7,Silver,1576,,7/1/2023
L-59178,Digital Ghost,Watchlist,42.0,683.0,12,25,0,0.4,7,Gold,1376,,10/1/2023
L-59179,Standard Active,Healthy,73.82,1156.5,18,36,18,0.309,7,Silver,119,,10/26/2023
L-59196,Standard Active,Healthy,74.416,357.0,1,17,11,0.2792,7,Base,2848,,8/10/2023
L-59200,Tech Frustrated,Healthy,78.152,1291.5,13,30,24,0.0924,7,Silver,639,,6/13/2023
L-59222,Digital Ghost,Watchlist,46.546,400.5,12,28,0,0.1727,5,Base,535,Price_Perception,10/17/2024
L-59244,Tech Frustrated,Healthy,75.854,674.5,7,23,22,0.2073,7,Silver,367,,1/7/2023
L-59246,Digital Ghost,Critical,38.498000000000005,697.0,0,29,0,0.5751,7,Silver,2101,,1/9/2024
L-59248,Tech Frustrated,Healthy,79.404,1146.5,3,33,44,0.0298,7,Base,52,,1/10/2024
L-59252,Digital Ghost,Watchlist,46.098,856.0,4,33,0,0.1951,7,Silver,818,,10/25/2023
L-59268,Tech Frustrated,Healthy,77.274,518.5,4,22,16,0.1363,7,Base,1563,,4/19/2024
L-59314,Digital Ghost,Critical,34.978,1136.5,13,31,0,0.7511,7,Silver,1149,,7/15/2023
L-59324,Digital Ghost,Critical,38.154,544.0,18,30,0,0.5923,10,Silver,1382,None_Happy,1/13/2023
L-59327,Digital Ghost,Critical,38.611999999999995,386.5,1,26,0,0.5694,2,Silver,2863,App_Technical_Issue,8/14/2023
L-59334,Standard Active,Healthy,73.716,999.0,14,34,9,0.1642,7,Silver,360,,10/7/2024
L-59357,Standard Active,Watchlist,67.092,529.0,1,24,11,0.6454,7,Silver,726,,8/31/2023
L-59361,Standard Active,Watchlist,63.58,695.0,19,28,15,0.821,7,Silver,2249,,5/3/2023
L-59388,Fading Champion,Healthy,75.01,1139.5,25,32,22,0.2495,7,Base,1779,,3/19/2023
L-59399,Digital Ghost,Watchlist,43.088,991.0,5,29,0,0.3456,7,Base,378,,10/19/2023
L-59417,Digital Ghost,Watchlist,44.826,1010.0,1,35,0,0.2587,7,Base,909,,2/29/2024
L-59427,Standard Active,Watchlist,47.04,1117.5,3,25,4,0.748,7,Base,2194,,2/18/2023
L-59454,Standard Active,Watchlist,64.33,1263.0,0,24,11,0.7835,7,Gold,3266,,8/18/2023
L-59489,Loyalty Hoarder,Watchlist,45.064,1292.5,11,32,0,0.2468,7,Silver,2494,,7/23/2023
L-59492,Standard Active,Healthy,71.074,982.0,2,29,19,0.4463,7,Silver,1373,,1/24/2023
L-59519,Standard Active,Healthy,77.392,691.5,15,28,18,0.1304,10,Base,1763,None_Happy,8/18/2023
L-59528,Tech Frustrated,Healthy,73.172,681.5,0,24,25,0.3414,7,Base,418,,2/19/2024
L-59557,Standard Active,Healthy,70.112,1424.5,9,27,21,0.4944,10,Silver,729,None_Happy,7/28/2024
L-59577,Loyalty Hoarder,Watchlist,40.552,1435.0,3,34,0,0.4724,7,Base,2707,,8/27/2024
L-59616,Tech Frustrated,Healthy,77.422,827.0,11,26,15,0.1289,7,Silver,1903,,4/26/2023
L-59650,Loyalty Hoarder,Healthy,76.358,354.0,9,16,13,0.1821,7,Silver,2863,,3/30/2024
L-59662,Tech Frustrated,Watchlist,61.126,1119.0,20,25,31,0.9437,7,Base,1590,,6/27/2024
L-59669,Tech Frustrated,Healthy,75.978,1267.5,4,24,12,0.2011,7,Base,1895,,7/16/2023
L-59698,Digital Ghost,Watchlist,45.044,1135.0,4,29,0,0.2478,7,Silver,1271,,11/20/2024
L-59731,Tech Frustrated,Healthy,76.244,1429.0,0,31,30,0.1878,7,Base,1171,,4/12/2024
L-59768,Loyalty Hoarder,Watchlist,40.808,865.0,9,36,0,0.4596,7,Silver,5071,,5/23/2023
L-59782,Digital Ghost,Watchlist,47.518,971.0,17,28,0,0.1241,7,Silver,434,,5/31/2023
L-59800,Loyalty Hoarder,Watchlist,64.188,1330.0,2,42,33,0.7906,7,Silver,3041,,1/11/2023
L-59810,Digital Ghost,Watchlist,47.224,984.5,8,27,0,0.1388,7,Silver,1329,,5/4/2024
L-59838,Digital Ghost,Critical,34.512,1760.5,1,39,0,0.7744,10,Silver,432,None_Happy,5/22/2024
L-59842,Tech Frustrated,Watchlist,61.376,518.0,6,22,16,0.9312,7,Silver,496,,10/19/2024
L-59851,Standard Active,Watchlist,66.108,1000.0,7,33,15,0.6946,5,Silver,500,Out_of_Stock,2/1/2023
L-59868,Fading Champion,Watchlist,43.379999999999995,245.0,43,27,0,0.331,7,Base,825,,12/25/2023
L-59893,Fading Champion,Watchlist,68.372,1119.5,23,23,17,0.5814,7,Silver,560,,2/22/2023
L-59921,Standard Active,Healthy,70.668,860.0,9,33,24,0.4666,7,Base,1472,,1/3/2024
L-59930,Tech Frustrated,Healthy,78.376,1164.5,12,35,31,0.0812,7,Base,908,,1/14/2023
L-59959,Tech Frustrated,Healthy,74.47,1430.0,1,30,21,0.2765,7,Base,987,,5/18/2023
L-59974,Loyalty Hoarder,Healthy,79.58,529.0,4,25,11,0.021,7,Base,3482,,4/19/2024
L-60007,Standard Active,Watchlist,63.226,1896.0,1,38,8,0.5387,7,Silver,1158,,1/10/2023
L-60050,Loyalty Hoarder,Watchlist,49.104,681.5,8,25,0,0.0448,7,Silver,2808,,9/10/2023
L-60079,Price Sensitive,Healthy,70.656,1123.5,5,26,22,0.4672,7,Base,1396,Price_Perception,10/25/2023
L-60111,Tech Frustrated,Watchlist,68.904,525.0,14,24,25,0.5548,0,Silver,1522,App_Technical_Issue,5/9/2023
L-60120,Tech Frustrated,Healthy,78.186,698.5,14,32,16,0.0907,7,Silver,2122,,7/6/2024
L-60140,Loyalty Hoarder,Watchlist,43.054,244.0,18,24,0,0.3473,7,Silver,2143,,6/4/2024
L-60141,Tech Frustrated,Watchlist,62.184,1136.0,4,30,20,0.8908,7,Base,1986,,11/7/2024
L-60163,Tech Frustrated,Watchlist,63.184,385.5,21,23,14,0.8408,7,Base,846,,4/14/2023
L-60171,Digital Ghost,Critical,32.574,876.0,0,40,0,0.8713,9,Silver,620,None_Happy,10/7/2023
L-60175,Loyalty Hoarder,Watchlist,43.314,987.5,0,28,0,0.3343,7,Base,3166,,4/13/2024
L-60184,Digital Ghost,Watchlist,48.188,379.5,10,24,0,0.0906,7,Base,1327,,12/9/2023
L-60187,Loyalty Hoarder,Watchlist,45.524,1115.5,3,24,0,0.2238,7,Silver,2187,,4/7/2024
L-60210,Standard Active,Healthy,74.348,846.5,5,32,17,0.2826,7,Gold,909,,10/5/2023
L-60217,Standard Active,Healthy,73.45400000000001,1107.5,14,23,16,0.3273,7,Silver,1027,,4/5/2024
L-60253,Tech Frustrated,Healthy,75.048,827.5,5,27,10,0.2476,7,Base,557,,9/13/2023
L-60281,Fading Champion,Critical,36.028,377.5,24,23,0,0.6986,4,Base,565,Out_of_Stock,9/23/2024
L-60363,Digital Ghost,Watchlist,48.136,1559.0,0,25,0,0.0932,7,Silver,1912,,11/15/2023
L-60377,Tech Frustrated,Healthy,78.81,538.0,4,26,20,0.0595,7,Base,1030,,1/21/2024
L-60379,Standard Active,Watchlist,58.616,844.5,3,31,8,0.7692,7,Silver,1934,,3/20/2024
L-60381,Tech Frustrated,Healthy,74.2,360.5,4,19,18,0.29,7,Base,558,,10/26/2024
L-60411,Loyalty Hoarder,Watchlist,44.03,409.0,6,31,0,0.2985,7,Base,2279,,7/10/2024
L-60417,Loyalty Hoarder,Watchlist,54.45,964.5,2,23,6,0.6775,7,Silver,2492,,11/11/2024
L-60463,Digital Ghost,Critical,33.976,977.5,5,27,0,0.8012,7,Base,1157,,1/1/2024
L-60467,Tech Frustrated,Healthy,73.25,976.5,15,25,23,0.3375,7,Base,1693,,8/3/2024
L-60492,Tech Frustrated,Healthy,74.86,1103.5,4,21,32,0.257,5,Gold,188,Price_Perception,5/7/2024
L-60513,Fading Champion,Healthy,71.466,689.5,24,27,10,0.4267,4,Silver,577,Out_of_Stock,4/14/2024
L-60519,Standard Active,Healthy,78.316,875.5,1,36,16,0.0842,7,Silver,393,,11/15/2023
L-60539,Standard Active,Watchlist,65.31,1128.5,19,28,7,0.2845,7,Silver,987,,6/29/2023
L-60567,Tech Frustrated,Healthy,79.09,557.5,1,30,29,0.0455,6,Silver,227,Staff_Helpfulness,8/17/2024
L-60614,Digital Ghost,Watchlist,45.408,1588.0,5,33,0,0.2296,7,Silver,1195,,7/28/2023
L-60627,Tech Frustrated,Watchlist,66.94,1416.5,9,28,34,0.653,7,Base,456,,1/28/2023
L-60677,Tech Frustrated,Healthy,71.988,1428.5,4,31,8,0.1006,7,Silver,709,,12/2/2023
L-60686,Digital Ghost,Watchlist,47.33,821.5,3,24,0,0.1335,7,Silver,257,,2/26/2024
L-60690,Loyalty Hoarder,Watchlist,63.774,1008.5,10,35,26,0.8113,7,Base,2581,,12/9/2023
L-60701,Price Sensitive,Watchlist,64.446,386.5,9,24,12,0.7777,6,Base,1016,Price_Perception,6/15/2024
L-60721,Tech Frustrated,Healthy,74.712,692.5,0,31,29,0.2644,7,Base,843,,2/25/2023
L-60727,Tech Frustrated,Watchlist,65.212,872.5,1,37,39,0.7394,7,Silver,850,,5/15/2023
L-60747,Tech Frustrated,Healthy,78.682,686.0,9,27,27,0.0659,7,Silver,1481,,11/10/2024
L-60766,Tech Frustrated,Healthy,79.072,532.5,5,25,21,0.0464,7,Silver,301,,9/13/2024
L-60840,Tech Frustrated,Watchlist,60.2,670.0,0,21,33,0.99,2,Base,534,App_Technical_Issue,1/26/2024
L-60861,Standard Active,Healthy,75.87,824.5,11,26,12,0.2065,7,Base,2348,,9/10/2024
L-60864,Digital Ghost,Critical,30.716,1139.5,7,32,0,0.9642,7,Silver,825,,5/12/2024
L-60879,Standard Active,Watchlist,54.018,1288.5,2,30,7,0.8491,7,Silver,525,,8/12/2023
L-60885,Loyalty Hoarder,Healthy,70.902,538.5,5,26,27,0.4549,7,Base,2474,,5/19/2024
L-60941,Standard Active,Watchlist,64.56,526.5,0,24,27,0.772,7,Silver,807,,5/5/2024
L-60945,Tech Frustrated,Healthy,73.252,1440.5,3,33,24,0.3374,7,Base,1856,,9/2/2023
L-60953,Digital Ghost,Watchlist,43.962,826.0,2,24,0,0.3019,7,Base,409,Price_Perception,11/3/2023
L-60954,Loyalty Hoarder,Critical,30.2,1287.5,5,31,0,0.99,2,Silver,3152,App_Technical_Issue,4/13/2024
L-60976,Loyalty Hoarder,Watchlist,44.442,1003.0,7,32,0,0.2779,7,Silver,3098,,7/22/2023
L-61039,Tech Frustrated,Watchlist,57.256,1465.5,1,42,8,0.8372,7,Base,690,,5/31/2023
L-61068,Loyalty Hoarder,Healthy,79.342,387.0,8,25,40,0.0329,7,Base,2287,,10/4/2023
L-61076,Loyalty Hoarder,Watchlist,65.084,713.0,2,35,23,0.7458,7,Base,2094,,1/29/2024
L-61094,Fading Champion,Healthy,73.28999999999999,670.0,43,21,29,0.3355,7,Base,1221,,2/22/2024
L-61130,Fading Champion,Healthy,73.98,362.5,60,18,26,0.301,7,Base,1185,,12/15/2023
L-61146,Tech Frustrated,Healthy,79.516,1305.0,7,37,14,0.0242,7,Silver,865,,2/13/2024
L-61165,Tech Frustrated,Watchlist,66.53399999999999,2030.5,11,35,27,0.6733,7,Silver,14,,12/8/2023
L-61169,Tech Frustrated,Watchlist,60.2,1291.0,17,30,11,0.99,0,Base,1478,App_Technical_Issue,8/20/2023
L-61177,Tech Frustrated,Healthy,75.91,841.0,10,27,29,0.2045,7,Base,1592,,4/9/2024
L-61188,Digital Ghost,Critical,33.522,1009.5,19,35,0,0.8239,10,Base,134,None_Happy,4/18/2024
L-61201,Tech Frustrated,Healthy,78.852,961.0,8,22,35,0.0574,7,Base,259,,7/29/2024
L-61225,Loyalty Hoarder,Healthy,77.86,1125.0,2,28,21,0.107,9,Silver,2021,None_Happy,4/28/2023
L-61232,Standard Active,Healthy,77.862,1420.5,20,27,16,0.1069,7,Base,1045,,4/30/2023
L-61238,Tech Frustrated,Healthy,77.906,517.0,20,21,15,0.1047,7,Silver,1915,,1/2/2024
L-61261,Loyalty Hoarder,Watchlist,65.80799999999999,827.0,2,26,15,0.7096,7,Silver,2405,,6/17/2024
L-61269,Tech Frustrated,Healthy,74.054,993.0,10,31,21,0.2973,7,Base,1584,,5/13/2023
L-61276,Loyalty Hoarder,Watchlist,48.026,808.5,2,22,0,0.0987,7,Base,2015,,9/26/2024
L-61278,Loyalty Hoarder,Watchlist,62.154,1001.5,0,32,18,0.8923,7,Silver,2223,,2/27/2023
L-61279,Digital Ghost,Watchlist,49.35,993.0,1,30,0,0.0325,7,Silver,975,,2/2/2024
L-61292,Digital Ghost,Critical,36.214,985.5,3,28,0,0.6893,5,Base,669,Price_Perception,10/5/2024
L-61337,Tech Frustrated,Healthy,72.316,835.0,4,28,27,0.3842,7,Gold,945,Price_Perception,11/10/2024
L-61347,Standard Active,Healthy,76.676,998.0,1,33,26,0.1662,7,Silver,1620,,1/18/2023
L-61361,Standard Active,Healthy,77.516,1139.5,5,30,21,0.1242,7,Base,810,,7/29/2023
L-61368,Digital Ghost,Watchlist,42.718,1146.5,3,33,0,0.3641,7,Base,460,,10/18/2023
L-61391,Tech Frustrated,Healthy,79.764,1282.0,1,30,14,0.0118,7,Base,199,,12/22/2023
L-61402,Tech Frustrated,Healthy,70.424,1001.5,14,33,19,0.4788,7,Base,1443,,7/2/2024
L-61408,Loyalty Hoarder,Watchlist,45.734,552.0,19,32,0,0.2133,5,Silver,3491,Price_Perception,11/4/2023
L-61510,Tech Frustrated,Healthy,74.388,1152.0,14,34,31,0.2806,7,Silver,319,,9/1/2024
L-61518,Loyalty Hoarder,Watchlist,66.482,820.0,6,23,12,0.6759,7,Silver,2313,,12/30/2023
L-61519,Digital Ghost,Watchlist,45.676,1005.5,5,34,0,0.2162,8,Base,630,Out_of_Stock,1/25/2024
L-61526,Digital Ghost,Watchlist,49.58,673.0,3,24,0,0.021,7,Base,1220,,10/24/2023
L-61531,Digital Ghost,Watchlist,43.342,562.5,0,32,0,0.3329,7,Silver,1841,,7/12/2024
L-61564,Digital Ghost,Critical,34.638,686.0,0,26,0,0.7681,7,Base,1113,,10/15/2024
L-61572,Digital Ghost,Watchlist,49.326,841.5,5,28,0,0.0337,7,Silver,1620,,3/16/2024
L-61615,Standard Active,Watchlist,65.894,1127.5,1,27,27,0.7053,10,Silver,277,None_Happy,12/5/2023
L-61654,Tech Frustrated,Watchlist,66.596,1267.0,2,26,34,0.6702,7,Silver,888,,5/2/2024
L-61668,Price Sensitive,Healthy,72.24,1609.5,12,41,12,0.388,7,Base,1211,Price_Perception,11/5/2023
L-61677,Digital Ghost,Watchlist,46.532,1269.5,6,25,0,0.1734,7,Gold,535,,4/28/2024
L-61678,Loyalty Hoarder,Watchlist,46.202,992.5,3,31,1,0.3399,7,Base,2380,,5/21/2024
L-61703,Standard Active,Healthy,74.348,1456.5,6,36,21,0.2826,7,Silver,395,,7/21/2024
L-61728,Digital Ghost,Watchlist,46.13,989.0,0,27,0,0.1935,7,Silver,346,,8/18/2023
L-61732,Tech Frustrated,Healthy,76.012,221.0,14,22,36,0.1994,7,Silver,127,,3/26/2024
L-61744,Digital Ghost,Watchlist,45.274,1010.5,10,33,0,0.2363,7,Silver,699,,11/11/2024
L-61772,Digital Ghost,Watchlist,48.536,541.0,14,26,0,0.0732,7,Silver,2294,,4/7/2024
L-61773,Tech Frustrated,Healthy,71.116,1297.5,0,35,35,0.4442,7,Base,26,,2/23/2024
L-61823,Fading Champion,Watchlist,45.028,844.5,24,30,0,0.2486,6,Base,995,Out_of_Stock,12/16/2023
L-61859,Digital Ghost,Watchlist,47.116,1147.0,1,34,0,0.1442,7,Silver,645,,9/21/2024
L-61863,Standard Active,Healthy,77.08,857.0,17,31,31,0.146,7,Base,1662,,6/30/2023
L-61878,Digital Ghost,Watchlist,44.604,860.0,12,34,0,0.2698,7,Silver,231,,7/4/2023
L-61926,Standard Active,Watchlist,67.594,990.5,18,32,6,0.0203,7,Silver,1132,,10/16/2024
L-62034,Tech Frustrated,Watchlist,61.45399999999999,1296.5,1,33,32,0.9273,7,Silver,1939,,9/25/2024
L-62036,Tech Frustrated,Healthy,77.594,1017.5,4,38,14,0.1203,7,Silver,678,,10/25/2023
L-62045,Tech Frustrated,Watchlist,65.908,991.5,0,30,24,0.7046,7,Base,608,,10/15/2024
L-62066,Digital Ghost,Critical,35.602000000000004,1163.0,4,38,0,0.7199,7,Silver,498,,8/22/2023
L-62079,Digital Ghost,Watchlist,43.238,1408.0,21,24,0,0.3381,7,Silver,1945,,8/14/2023
L-62081,Tech Frustrated,Healthy,74.59,673.5,13,28,33,0.2705,7,Silver,544,,1/10/2023
L-62084,Loyalty Hoarder,Healthy,74.254,1116.0,1,25,41,0.2873,7,Silver,2873,,12/17/2023
L-62101,Digital Ghost,Watchlist,44.206,718.0,0,35,0,0.2897,8,Silver,83,Out_of_Stock,4/10/2023
L-62106,Standard Active,Healthy,77.07,371.0,5,23,22,0.1465,7,Base,1680,,8/21/2024
L-62124,Tech Frustrated,Healthy,75.46,706.0,17,32,35,0.227,7,Base,408,,5/21/2024
L-62128,Tech Frustrated,Watchlist,66.28999999999999,1751.5,18,39,30,0.6855,1,Silver,2105,App_Technical_Issue,6/28/2023
L-62137,Tech Frustrated,Healthy,73.846,830.0,2,28,25,0.3077,7,Silver,66,,12/13/2023
L-62153,Loyalty Hoarder,Healthy,73.196,1593.0,1,35,21,0.3402,4,Base,2102,Staff_Helpfulness,3/22/2024
L-62163,Fading Champion,Critical,32.492000000000004,519.0,31,20,0,0.8754,7,Base,1438,,12/30/2023
L-62175,Loyalty Hoarder,Watchlist,49.608,680.5,7,25,0,0.0196,7,Silver,2723,,3/17/2023
L-62186,Digital Ghost,Watchlist,48.328,1549.0,1,24,0,0.0836,7,Base,377,,8/1/2024
L-62275,Digital Ghost,Watchlist,46.914,1270.5,2,26,0,0.1543,7,Silver,459,Price_Perception,8/30/2023
L-62287,Digital Ghost,Critical,31.714,506.5,5,19,0,0.9143,7,Silver,1543,,3/29/2024
L-62288,Loyalty Hoarder,Watchlist,67.33,1269.0,7,28,42,0.6335,0,Silver,3575,App_Technical_Issue,9/13/2024
L-62302,Loyalty Hoarder,Watchlist,69.204,995.5,16,30,25,0.5398000000000001,0,Silver,2065,App_Technical_Issue,7/5/2023
L-62316,Standard Active,Healthy,70.028,1423.0,1,28,9,0.3486,7,Base,1845,,8/24/2024
L-62326,Loyalty Hoarder,Healthy,77.628,420.0,5,39,12,0.1186,7,Gold,2315,,4/17/2023
L-62336,Digital Ghost,Watchlist,40.078,1288.0,4,32,0,0.4961,3,Base,1815,Out_of_Stock,8/8/2023
L-62455,Tech Frustrated,Watchlist,69.156,683.5,1,26,23,0.5422,0,Base,1493,App_Technical_Issue,8/6/2024
L-62468,Tech Frustrated,Healthy,78.408,1311.5,0,36,29,0.0796,7,Base,1485,,11/21/2024
L-62478,Loyalty Hoarder,Watchlist,49.246,1774.0,5,45,0,0.0377,7,Base,2588,,12/11/2023
L-62496,Digital Ghost,Watchlist,43.674,1304.0,0,36,0,0.3163,7,Base,1997,,3/26/2023
L-62553,Tech Frustrated,Watchlist,58.06,1752.0,0,38,7,0.647,4,Base,217,App_Technical_Issue,2/26/2024
L-62576,Loyalty Hoarder,Watchlist,42.418,1292.5,1,33,3,0.8291,7,Gold,2474,,5/25/2024
L-62587,Price Sensitive,Healthy,76.02,810.5,15,21,18,0.199,5,Silver,1522,Price_Perception,6/29/2024
L-62673,Tech Frustrated,Healthy,76.342,967.0,13,24,42,0.1829,7,Silver,884,,10/14/2024
L-62705,Digital Ghost,Watchlist,48.686,1593.5,0,35,0,0.0657,7,Base,2030,,9/5/2023
